asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
NNZ-2591,,,NNZ-2591,Small molecule,PHASE_3,NNZ-2591 | nnz-2591,Phelan-McDermid syndrome | Angelman syndrome | Pitt Hopkins Syndrome | prader-willi syndrome,"{""PHASE1"": 1, ""PHASE2"": 4, ""PHASE3"": 2}","{""COMPLETED"": 4, ""WITHDRAWN"": 1, ""RECRUITING"": 2}",7,NCT04379869,NCT07593391,"A Combined Single Dose and Multiple Ascending Dose Study to Assess the Safety, Tolerability and Pharmacokinetic Profile of NNZ-2591 in Healthy Volunteers || An Open-Label Study of the Safety, Tolerability, and Pharmacokinetics of Oral NNZ-2591 in Angelman Syndrome || An Open-Label Study of the Safety, Tolerability, and Pharmacokinetics of Oral NNZ-",NCT04379869|NCT05011851|NCT05025241|NCT05025332|NCT05879614|NCT07281079,0
VB10,,,ABIPAPOGENE SUVAPLASMID,Gene,PHASE_2,VB10.16 | vb10.neo | vb10.16 | VB10.2129 | VB10.2210,cervical cancer | COVID-19 | cervical intraepithelial neoplasia | urothelial cancer | squamous cell carcinoma of the head and neck | clear renal cell carcinoma,"{""PHASE1/PHASE2"": 5, ""PHASE2"": 2, ""PHASE1"": 1}","{""COMPLETED"": 6, ""RECRUITING"": 1, ""WITHDRAWN"": 1}",7,NCT02529930,NCT06099418,"An Exploratory Safety and Immunogenicity Study of Human Papillomavirus (HPV16+) Immunotherapy VB10.16 in Women With High Grade Cervical Intraepithelial Neoplasia (HSIL; CIN 2/3) || An Open Labelled First Human Dose Phase 1/2a Study to Evaluate Safety, Feasibility, Efficacy of Multiple Dosing With Individualised VB10.NEO and Bempegaldesleukin (NKTR-",NCT02529930|NCT03548467|NCT04405349|NCT05018273|NCT05069623|NCT06016920,0
BO-112,,,,,,BO-112 | bo-112 | nanoplexed poly i:c bo-112,progressive disease | aggressive solid tumors | soft tissue sarcoma | gastroesophageal junction cancer | gastric cancer | colorectal cancer,"{""PHASE1"": 2, ""PHASE2"": 3, ""EARLY_PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 2, ""ACTIVE_NOT_RECRUITING"": 2, ""TERMINATED"": 2, ""UNKNOWN"": 1}",7,NCT02828098,NCT06422936,"An Exploratory First in Human Phase I Clinical and Pharmacokinetic Study of Intra-tumoral Administration of BO-112 in Adult Patients With Aggressive Solid Tumors, With an Extension Cohort in Combination With Anti-PD1 Treatment || A Phase I Study of Nivolumab and Intratumoral BO 112 for Resectable Soft Tissue Sarcoma || Phase IIa Open-label Clinical",NCT02828098|NCT04420975|NCT04508140|NCT04570332|NCT04777708|NCT05265650,0
YN001,,,,,,YN001 | yn001,coronary atherosclerosis | atherosclerotic cardiovascular disease | cerebrovascular disease | erectile dysfunction,"{""PHASE1"": 3, ""PHASE1/PHASE2"": 1, ""PHASE2"": 3}","{""COMPLETED"": 2, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 3}",7,NCT05635084,NCT07521007,"A First-in-human, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Intravenously Administered YN001 in Healthy Subjects || A Phase I/IIa Trial to Evaluate the Safety, Tolerability, PK, and Preliminary Efficacy of Single and Multiple As",NCT05635084|NCT06048588|NCT06700720|NCT07190885|NCT07309042|NCT07311330,1
IMP4297,,,SENAPARIB,Small molecule,PHASE_3,IMP4297,solid tumor | ovarian cancer,"{""PHASE1"": 6, ""PHASE2"": 1}","{""COMPLETED"": 7}",7,NCT03507543,NCT05391048,"A Phase I, Open-label, Dose-escalation Study of the Safety and Pharmacokinetics of IMP4297 in Patients With Advanced Solid Tumors || An Open-label, Randomized, Single-dose, Two-way Crossover Study to Evaluate the Effect of Food on the Pharmacokinetic Characteristics of IMP4297 Capsules in Healthy Subjects || A Phase II Study to Evaluate the Efficac",NCT03507543|NCT04057729|NCT04089189|NCT04351165|NCT05109832|NCT05390944,3
IO102,,,ETIMUPEPIMUT,Protein,PHASE_2,io102 | io102-io103 | io102/io103 | IO102-IO103 | IO102-103,melanoma | squamous cell carcinoma of the head and neck | non-small cell lung cancer | non-small cell lung carcinoma | urothelial bladder cancer | squamous cell carcinoma of head and neck,"{""PHASE1/PHASE2"": 1, ""PHASE2"": 6, ""PHASE3"": 1}","{""COMPLETED"": 2, ""TERMINATED"": 1, ""ACTIVE_NOT_RECRUITING"": 3, ""RECRUITING"": 2}",7,NCT03562871,NCT05977907,"An Open-label, Randomized, Phase I/II Trial Investigating the Safety and Efficacy of IO102 in Combination With Pembrolizumab, With or Without Chemotherapy, as First-line Treatment for Patients With Metastatic Non-Small Cell Lung Cancer || Activity and Safety of Peptide-based Immunotherapy in an Umbrella Window-of-opportunity Phase II Study in Patie",NCT03562871|NCT04445064|NCT05077709|NCT05155254|NCT05280314|NCT05912244,0
D013,,,,,,d013 | D013,dyslipidemia,"{""PHASE1"": 6, ""PHASE3"": 1}","{""COMPLETED"": 7}",7,NCT03609606,NCT05698043,"An Open-label, Randomized, Multiple-dose Crossover Study to Investigate Drug Interaction Between D326, D337, and D013 in Healthy Male Subjects || A Randomized, Double-blind, Multi-center, Therapeutic Confirmatory, Phase III Trial to Evaluate the Efficacy and Safety of D013, D326 and D337 Combination Therapy in Dyslipidemia Patients With Hypertensio",NCT03609606|NCT04312698|NCT04694989|NCT04987970|NCT05245084|NCT05552495,0
H101,,,,,,h101 | H101 | oncolytic adenovirus H101,pancreatic cancer | gynecological cancer | non-muscle-invasive bladder cancer | biliary tract cancer | malignant pleural mesothelioma | pancreatic adenocarcinoma,"{""PHASE2"": 5, ""PHASE1"": 1, ""NA"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""COMPLETED"": 1, ""UNKNOWN"": 2, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",7,NCT05051696,NCT07381309,"Intra-tumor Injection of Oncolytic Viruses H101 Combined With or Without Radiotherapy in Refractory/Recurrent Gynecological Malignancies || A Phase 1b Dose-escalation and Cohort-expansion Study of the Safety/Tolerability, and Efficacy of Oncolytic Virotherapy Plus PD-1 Inhibitor and Lenvatinib for Patients With Advanced Pancreatic Cancer || Phase I",NCT05051696|NCT05303090|NCT05564897|NCT05823987|NCT06031636|NCT06196671,0
BG505,,,,,,BG505 SOSIP.664 gp140 vaccine | BG505 SOSIP.664 gp140 Vaccine | BG505 SOSIP.664 gp140 | BG505 SOSIP.GT1.1 gp140 vaccine | BG505 MD39.3 gp151,HIV infection | human immunodeficiency virus infection | human immunodeficiency virus 1 infection | human immunodeficiency virus type 1 infection | acquisition of susceptible HIV strains | HIV-1 infection,"{""PHASE1"": 9}","{""COMPLETED"": 3, ""ACTIVE_NOT_RECRUITING"": 4, ""UNKNOWN"": 1, ""ENROLLING_BY_INVITATION"": 1}",7,NCT03699241,NCT05983874,"A Randomized, Double-blinded, Placebo-controlled, Dose-escalation Phase 1 Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant HIV Envelope Protein BG505 SOSIP.664 gp140 Vaccine, Adjuvanted, in Healthy, HIV-1 Uninfected Adults || A Phase 1 Clinical Trial to Evaluate the Safety and Immunogenicity of HIV-1 BG505 SOSIP.664 gp140 Wit",NCT03699241|NCT04177355|NCT04224701|NCT05217641|NCT05471076|NCT05863585,0
AF28996,,,,,,lu af28996 | Lu AF28996,Parkinson's disease,"{""PHASE1"": 6, ""PHASE2"": 1}","{""COMPLETED"": 5, ""NOT_YET_RECRUITING"": 2}",7,NCT03565094,NCT07514858,"Interventional, Open-label, Single- and Sequential-ascending-dose Study Investigating the Safety, Tolerability and Pharmacokinetic Profile of Lu AF28996 in Healthy Young Men || Interventional, Open-label, Exploratory Study, Investigating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Lu AF28996 in Patients With Parkinson's Disease || I",NCT03565094|NCT04291859|NCT06004180|NCT06277609|NCT06337110|NCT07513441,1
JT001,,,JT-001,Small molecule,PHASE_3,JT001 | jt001,coronavirus disease 2019,"{""PHASE2/PHASE3"": 1, ""PHASE3"": 2, ""PHASE1"": 3, ""NA"": 1}","{""TERMINATED"": 2, ""COMPLETED"": 3, ""WITHDRAWN"": 1, ""ACTIVE_NOT_RECRUITING"": 1}",7,NCT05242042,NCT06142201,"A Multicenter, Double-blind, Randomized, Placebo-Controlled, Phase II/III Study to Evaluate the Efficacy, Safety and Pharmacokinetics of JT001 (VV116) for the Early Treatment of Coronavirus Disease 2019 (COVID-19) in Participants With Mild to Moderate COVID-19. || A Multi-center, Double-blinded, Randomized, Phase III Study to Evaluate the Efficacy ",NCT05242042|NCT05279235|NCT05341609|NCT05355077|NCT05802810|NCT06093230,1
C21,,,BULOXIBUTID,Small molecule,PHASE_3,C21 | c21,COVID-19 | Raynaud's phenomenon | coronavirus disease 2019 | idiopathic pulmonary fibrosis | endothelial dysfunction | type 2 diabetes mellitus,"{""PHASE2"": 3, ""NA"": 1, ""PHASE3"": 1, ""PHASE1"": 2}","{""COMPLETED"": 7}",7,NCT04388176,NCT05831644,"A Phase 2, Single-center, Randomised, Double-blind, Placebo-controlled, Cross-over Cold Challenge Study Investigating the Effect of C21 on Cold-induced Vasoconstriction in Subjects With Raynaud's Phenomenon (RP) Secondary to Systemic Sclerosis (SSc) || A Randomised, Double-blind, Placebo-controlled, Phase 2 Trial Investigating the Safety and Effica",NCT04388176|NCT04452435|NCT04533022|NCT04878913|NCT04880642|NCT05830799,0
CLAUDIN18,,,,,,car-t cells targeting claudin18.2 | claudin18.2CAR-T | chimeric antigen receptor-modified autologous T cells targeting Claudin18.2 | chimeric antigen receptor T cell preparation targeting Claudin18.2 ,pancreatic cancer | gastric cancer | colorectal cancer | lung cancer | non-small-cell lung cancer | solid tumor,"{""PHASE1"": 6, ""NA"": 2}","{""RECRUITING"": 5, ""UNKNOWN"": 2, ""COMPLETED"": 1}",7,NCT03198052,NCT06946615,"CAR-T Targeting GPC3, Mesothelin, Claudin18.2, GUCY2C, B7-H3, PSCA, PSMA, MUC1, TGFβ, HER2, Lewis-Y, AXL, or EGFR for Immunotherapy of Lung Cancer: Phase I Clinical Trial || Efficacy and Safety of Claudin18.2CAR-T in Advanced Pancreatic Cancer and Gastric Carcinoma || An Open-label, Single-arm, Multicenter, Phase Ib Clinical Trial to Evaluate the E",NCT03198052|NCT05620732|NCT05911217|NCT05952375|NCT06353152|NCT06464965,0
VCT220,,,,,,VCT220 | vct220,obesity | hypertension,"{""PHASE2"": 2, ""PHASE1"": 4, ""PHASE3"": 1}","{""COMPLETED"": 5, ""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",7,NCT06569355,NCT07360275,"A Multi-center, Randomized, Double-blind, Placebo-controlled Phase II Clinical Study to Evaluate the Efficacy and Safety of VCT220 Tablets in Overweight/Obese Subjects || A Phase I Pharmacokinetic Study of VCT220 in Subjects With Varying Degrees of Hepatic Impairment and Normal Hepatic Function || A Multicenter, Randomized, Double-blind, Placebo-co",NCT06569355|NCT06938529|NCT06939296|NCT07056842|NCT07065058|NCT07347808,0
OVX836,,,,,,ovx836 | OVX836 | ovx836 influenza vaccine,influenza | influenza-like illness,"{""PHASE1"": 1, ""PHASE2"": 6}","{""COMPLETED"": 6, ""ACTIVE_NOT_RECRUITING"": 1}",7,NCT03594890,NCT06582277,"A First-in-human Phase I, Single Center, Randomized, Observer-blind, Placebo-controlled Study to Evaluate the Safety and Immune Response of Increasing Doses of OVX836 Vaccine After Intramuscular (IM) or Intranasal (IN) Administrations in Healthy Subjects Aged 18-49 Years. || A Phase 2a, Single Center, Randomized, Double-blind, Controlled Study to E",NCT03594890|NCT04192500|NCT05060887|NCT05284799|NCT05569239|NCT05734040,0
AL18F,,,,,,Al18F-NOTA-LM3 | al18f-nota-octreotide | Al18F-NOTA-octreotide | Al18F PSMA137 | al18f-nota-fapi,neuroendocrine tumors | neuroendocrine tumor | prostate cancer | malignant tumor | primary aldosteronism | pheochromocytoma,"{""PHASE1"": 1, ""PHASE2/PHASE3"": 2, ""NA"": 3, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 2, ""UNKNOWN"": 2, ""RECRUITING"": 3}",7,NCT03883776,NCT07366099,Al18F-NOTA-octreotide PET Imaging of the Somatostatin Receptor in Neuroendocrine Tumors: a First-in-human PET/CT Study || Al18F-NOTA-octreotide PET Imaging of the Somatostatin Receptor in Neuroendocrine Tumors || [Al18F]PSMA137 PET/CT Imaging for PSMA-Positive Cancer Patients,NCT03883776|NCT04552847|NCT04693169|NCT05749302|NCT06773663|NCT07288931,0
RMC-6236,,,,,,rmc-6236,pancreatic ductal adenocarcinoma | colorectal cancer | solid tumor | non-small cell lung cancer | gastrointestinal cancer | pancreatic cancer,"{""PHASE1/PHASE2"": 4, ""PHASE1"": 2, ""PHASE3"": 1}","{""RECRUITING"": 6, ""ACTIVE_NOT_RECRUITING"": 1}",7,NCT05379985,NCT06922591,"A Multicenter Open-Label Study of RMC-6236 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS || Phase 1/1b, Multicenter, Open-Label, Study of RMC 9805 in Participants With Advanced KRASG 12D-Mutant Solid Tumors || A Platform Study of RAS(ON) Inhibitors in Patients With RAS-Mutated Non-Small Cell Lung Cancer (NSCLC)",NCT05379985|NCT06040541|NCT06162221|NCT06360354|NCT06445062|NCT06625320,0
FB825,,,FB-825,Unknown,PHASE_2,FB825 | fb825,atopic dermatitis | allergic asthma,"{""PHASE1"": 2, ""PHASE2"": 5}","{""COMPLETED"": 3, ""UNKNOWN"": 2, ""RECRUITING"": 2}",7,NCT02309762,NCT06397911,"A Phase 1, Randomized, Placebo-Controlled, Double-Blind Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of Single-Ascending Intravenous Doses of FB825 || An Open-Labeled Exploratory Study to Evaluate Safety and Efficacy of FB825 in Adults With Atopic Dermatitis || A Randomized, Double-Blind, Placebo-Controlled Phase",NCT02309762|NCT03758716|NCT04413942|NCT05008965|NCT05059509|NCT05952986,0
PUL-042,,,,,,PUL-042 | pul-042,COVID-19 | hematopoietic stem cell transplantation recipients | hematologic malignancies | rhinovirus infection | chronic obstructive pulmonary disease | lung infections,"{""PHASE1"": 3, ""PHASE2"": 4}","{""COMPLETED"": 5, ""WITHDRAWN"": 1, ""RECRUITING"": 1}",7,NCT02124278,NCT06665100,"A Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of PUL-042 Inhalation Solution in Healthy Subjects || A Randomized, Open-label, Crossover Study to Assess the Safety, Tolerability, and Pharmacodynamics of PUL-042 Inhalation Solution in Healthy Subje",NCT02124278|NCT02566252|NCT03097796|NCT03794557|NCT04312997|NCT04313023,0
XBD173,,,EMAPUNIL,Small molecule,PHASE_2,xbd173 | XBD173,multiple sclerosis | pulmonary arterial hypertension | generalized anxiety disorder | cerebral small vessel disease | Alzheimer's disease,"{""PHASE2"": 2, ""NA"": 5}","{""COMPLETED"": 1, ""WITHDRAWN"": 1, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 1, ""ENROLLING_BY_INVITATION"": 2}",7,NCT00108836,NCT07362290,"Efficacy, Safety and Tolerability of XBD173 in Patients With Generalized Anxiety Disorder || Reproducibility of the 11C-PBR28 PET Signal || An Experimental Medicine Study to Validate the 18 kiloDalton Translocator Protein (TSPO) as a Novel Neuroimmunodulatory Target in Multiple Sclerosis",NCT00108836|NCT02086240|NCT03850301|NCT06035861|NCT06643013|NCT07191821,0
LTX-109,,,LTX-109,Small molecule,PHASE_2,LTX-109 | ltx-109,Staphylococcus aureus infection | skin infection | impetigo | hidradenitis suppurativa | methicillin-resistant Staphylococcus aureus | methicillin-susceptible Staphylococcus aureus,"{""PHASE1/PHASE2"": 3, ""PHASE2"": 4}","{""COMPLETED"": 6, ""UNKNOWN"": 1}",7,NCT01158235,NCT05889351,"A Randomised, Double-blind, Placebo-controlled, Ascending Dose Phase I/IIa Study to Evaluate the Safety, Tolerability and Efficacy of Topical LTX-109 in Subjects Nasally Colonized With Methicillin-resistant/-Sensitive Staphylococcus Aureus (MRSA/MSSA) || A Randomised, Double-blind, Placebo-controlled, Phase IIa Pilot Study to Evaluate the Safety, T",NCT01158235|NCT01223222|NCT01803035|NCT04756336|NCT04767321|NCT04854928,0
AFM13,,,ACIMTAMIG,Antibody,PHASE_2,AFM13 | afm13,Hodgkin lymphoma | peripheral T-cell lymphoma | classical Hodgkin lymphoma | primary cutaneous anaplastic large cell lymphoma | transformed mycosis fungoides | lymphomatoid papulosis,"{""PHASE1"": 2, ""PHASE2"": 3, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 6, ""TERMINATED"": 1}",7,NCT01221571,NCT05883449,"A Pharmacodynamically-Guided Dose Escalation Phase I Study to Assess the Safety of AFM13 (Recombinant Antibody Construct Against Human CD30 and CD16A) in Patients With Refractory and/or Relapsed Hodgkin Lymphoma || GHSG-AFM13 An Open-label, Randomized, Multicenter Phase II Trial With AFM13 in Patients With Relapsed or Refractory Hodgkin Lymphoma ||",NCT01221571|NCT02321592|NCT02665650|NCT03192202|NCT04074746|NCT04101331,0
SN-38,,,7-ETHYL-10-HYDROXYCAMPTOTHECIN,Small molecule,PHASE_2,SN-38 | pegylated SN-38 conjugate PLX038,small cell lung cancer | colorectal cancer | solid tumor | retroperitoneal soft tissue sarcoma | solid tumors | ovarian cancer,"{""PHASE2"": 4, ""PHASE1"": 3}","{""WITHDRAWN"": 1, ""COMPLETED"": 3, ""TERMINATED"": 1, ""RECRUITING"": 2}",7,NCT00104754,NCT06538857,"Phase II Trial of Liposome Encapsulated SN38 (LE-SN38) in the Treatment of Small Cell Lung Cancer || Phase II Trial of LE SN38 in Patients With Metastatic Colorectal Cancer After Progression on Oxaliplatin || A Phase 1 With Expansion Cohort, Open-Label, Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of In",NCT00104754|NCT00311610|NCT03096340|NCT04619056|NCT04640480|NCT05465941,0
