asset_id,display_name,sponsor,nct_id,phase,overall_status,study_type,primary_purpose,start_date,brief_title,official_title,why_stopped,interventions,conditions,url
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT03939962,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-07-24,Phase Ⅱ Study of PD-1 Inhibitor Combined With FOLFOX Neoadjuvant Therapy for Resectable Gastric and Gastroesophageal Junctional Adenocarcinoma,Phase Ⅱ Study of PD-1 Inhibitor Combined With FOLFOX Neoadjuvant Therapy for Resectable Gastric and Gastroesophageal Junctional Adenocarcinoma,,FOLFOX | FOLFOX | chemotherapy | FOLFOX | chemotherapy | camrelizumab | chemotherapy,gastric adenocarcinoma | gastroesophageal junction adenocarcinoma,https://clinicaltrials.gov/study/NCT03939962
SHR-1209,recaticimab,Jiangsu Hengrui Pharmaceuticals,NCT03944109,PHASE1/PHASE2,COMPLETED,INTERVENTIONAL,TREATMENT,2019-06-20,"The Safety, Tolerability and Efficacy of Multiple Subcutaneous Injections of SHR-1209 in Subjects With Hyperlipidemia - A PhaseⅠb/Ⅱ Randomized, Double-Blind, Placebo-Controlled Clinical Study","The Safety, Tolerability and Efficacy of Multiple Subcutaneous Injections of SHR-1209 in Subjects With Hyperlipidemia - A PhaseⅠb/Ⅱ Randomized, Double-Blind, Placebo-Controlled Clinical Study",,SHR-1209,hyperlipidemia,https://clinicaltrials.gov/study/NCT03944109
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT03945604,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-06-04,"A Phase Ib，Open-labeled, Multi-center, Dose-exploring Trial of SHR-1210 (Anti-PD-1 Antibody) in Combination With Apatinib and Fluzoparib in Subjects With Recurrent and Metastatic Triple Negative Breast Cancer","A Phase Ib，Open-labeled, Multi-center, Dose-exploring Trial of SHR-1210 (Anti-PD-1 Antibody) in Combination With Apatinib and Fluzoparib in Subjects With Recurrent and Metastatic Triple Negative Breast Cancer",,SHR-1210 | fluzoparib | apatinib,breast cancer,https://clinicaltrials.gov/study/NCT03945604
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT03947242,,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-06-01,Neoadjuvant Study of Pyrotinib in Combination With Trastuzumab Plus Vinorelbine in Trastuzumab-refractory HER2-Positive Early Stage or Locally Advanced Breast Cancer Patients.,Neoadjuvant Study of Pyrotinib in Combination With Trastuzumab Plus Vinorelbine in Trastuzumab-refractory HER2-Positive Early Stage or Locally Advanced Breast Cancer Patients.,,trastuzumab | pyrotinib | vinorelbine,breast cancer,https://clinicaltrials.gov/study/NCT03947242
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT03955354,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-03-05,A Phase II Study of PD-1 Antibody SHR-1210 Combined With Apatinib of First-line Treatment of Advanced Acral Melanoma,A Phase II Study of PD-1 Antibody SHR-1210 Combined With Apatinib of First-line Treatment of Advanced Acral Melanoma,,apatinib | SHR-1210,acral melanoma,https://clinicaltrials.gov/study/NCT03955354
dalpiciclib isetionate,dalpiciclib,Jiangsu Hengrui Pharmaceuticals,NCT03966898,PHASE3,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-07-19,A Phase III Study to Evaluate Efficacy and Safety of SHR6390 in Combination With Letrozole or Anastrozole Versus Placebo in Combination With Letrozole or Anastrozole in Patients With HR Positive and HER2 Negative Recurrent/Metastatic Breast Cancer,A Phase III Study to Evaluate Efficacy and Safety of SHR6390 in Combination With Letrozole or Anastrozole Versus Placebo in Combination With Letrozole or Anastrozole in Patients With HR Positive and HER2 Negative Recurrent/Metastatic Breast Cancer,,anastrozole | letrozole | SHR6390,breast cancer,https://clinicaltrials.gov/study/NCT03966898
SHR0532,SHR0532,Jiangsu Hengrui Pharmaceuticals,NCT03971929,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-07-31,"A Phase I, Randomized, Double-Blind, Placebo-hydrochlorothiazide Parallel Controlled, Multiple-Ascending Dose Study to Evaluate the Safety, Efficacy of SHR 0532 Oral Tablets in Mild Hypertension Subjects","A Phase I, Randomized, Double-Blind, Placebo-hydrochlorothiazide Parallel Controlled, Multiple-Ascending Dose Study to Evaluate the Safety, Efficacy of SHR 0532 Oral Tablets in Mild Hypertension Subjects",,SHR0532,hypertension,https://clinicaltrials.gov/study/NCT03971929
herombopag,herombopag (rafutrombopag),Jiangsu Hengrui Pharmaceuticals,NCT03976882,PHASE3,COMPLETED,INTERVENTIONAL,TREATMENT,2019-11-06,"Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Hetrombopag in Subjects With Chemotherapy-induced Thrombocytopenia Receiving Chemotherapy for the Treatment of Solid Tumors.","Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Hetrombopag in Subjects With Chemotherapy-induced Thrombocytopenia Receiving Chemotherapy for the Treatment of Solid Tumors.",,hetrombopag,thrombocytopenia,https://clinicaltrials.gov/study/NCT03976882
herombopag,herombopag (rafutrombopag),Jiangsu Hengrui Pharmaceuticals,NCT03977805,PHASE1,COMPLETED,INTERVENTIONAL,OTHER,2019-05-25,Metabolism and Disposition of [14C] Herombopag in Chinese Healthy Human Subjects,Metabolism and Disposition of [14C] Herombopag in Chinese Healthy Human Subjects,,herombopag,,https://clinicaltrials.gov/study/NCT03977805
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT03980054,PHASE3,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-07-12,A Phase III Study to Evaluate the Efficacy and Safety of Pyrotinib Versus Placebo in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Positive Early or Locally Advanced Breast Cancer After Adjuvant Trastuzumab,A Phase III Study to Evaluate the Efficacy and Safety of Pyrotinib Versus Placebo in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Positive Early or Locally Advanced Breast Cancer After Adjuvant Trastuzumab,,pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT03980054
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT03987698,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-06-01,Phase II Clinical Study of PD-1 Monoclonal Antibody Combination With Autologous Cytokine-induced Killer Cell Immunotherapy in the Second-line Treatment of Metastatic Clear Cell Renal Cell Carcinoma,Phase II Clinical Study of PD-1 Monoclonal Antibody Combination With Autologous Cytokine-induced Killer Cell Immunotherapy in the Second-line Treatment of Metastatic Clear Cell Renal Cell Carcinoma,,camrelizumab | cytokine-induced killer cells,clear cell renal cell carcinoma,https://clinicaltrials.gov/study/NCT03987698
dalpiciclib isetionate,dalpiciclib,Jiangsu Hengrui Pharmaceuticals,NCT03993964,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-08-15,"A Multicenter, Phase II Open Label Study of Pyrotinib Maleate Combined With CDK4/6 Inhibitor SHR6390 in Treatment of HER2-positive Metastatic Breast Cancer","A Multicenter, Phase II Open Label Study of Pyrotinib Maleate Combined With CDK4/6 Inhibitor SHR6390 in Treatment of HER2-positive Metastatic Breast Cancer",,SHR6390 | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT03993964
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT03993964,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-08-15,"A Multicenter, Phase II Open Label Study of Pyrotinib Maleate Combined With CDK4/6 Inhibitor SHR6390 in Treatment of HER2-positive Metastatic Breast Cancer","A Multicenter, Phase II Open Label Study of Pyrotinib Maleate Combined With CDK4/6 Inhibitor SHR6390 in Treatment of HER2-positive Metastatic Breast Cancer",,SHR6390 | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT03993964
adebelimumab,adebrelimab,Jiangsu Hengrui Pharmaceuticals,NCT03995472,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2020-02-14,"A Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetics and Efficacy of SHR-1501 in Combination With SHR-1316 in Patients With Advanced Malignancies","A Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetics and Efficacy of SHR-1501 in Combination With SHR-1316 in Patients With Advanced Malignancies",,shr-1501 | shr-1316,advanced malignancies,https://clinicaltrials.gov/study/NCT03995472
SHR-1501,shr-1501,Jiangsu Hengrui Pharmaceuticals,NCT03995472,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2020-02-14,"A Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetics and Efficacy of SHR-1501 in Combination With SHR-1316 in Patients With Advanced Malignancies","A Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetics and Efficacy of SHR-1501 in Combination With SHR-1316 in Patients With Advanced Malignancies",,shr-1501 | shr-1316,advanced malignancies,https://clinicaltrials.gov/study/NCT03995472
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT03997539,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-08-15,"A Randomized, Multicenter, Phase II Open-label Study of the Efficacy and Safety of Pyrotinib + Vinorelbine vs. Treatment of Physician's Choice in Patients With HER2-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab-Based Therapy","A Randomized, Multicenter, Phase II Open-label Study of the Efficacy and Safety of Pyrotinib + Vinorelbine vs. Treatment of Physician's Choice in Patients With HER2-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab-Based Therapy",,pyrotinib | vinorelbine,breast cancer,https://clinicaltrials.gov/study/NCT03997539
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04001621,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-06-26,Phase II Study of Pyrotinib in Combination With Capecitabine in Patients With Trastuzumab-resistant HER2-positive Advanced Breast Cancer,Phase II Study of Pyrotinib in Combination With Capecitabine in Patients With Trastuzumab-resistant HER2-positive Advanced Breast Cancer,,capecitabine | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT04001621
SHR-1501,shr-1501,Jiangsu Hengrui Pharmaceuticals,NCT04025957,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-10-30,"A Phase I Study on Tolerance, Safety and Pharmacokinetics of SHR-1501 in Patients With Advanced Malignancies.","A Phase I Study on Tolerance, Safety and Pharmacokinetics of SHR-1501 in Patients With Advanced Malignancies.",,SHR-1501,malignancies,https://clinicaltrials.gov/study/NCT04025957
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04033172,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2018-11-01,"Pyrotinib Plus Fulvestrant in Patients HR+/HER2+ Metastatic Breast Cancer : a Prospective, Single-arm, Single-center Study","Pyrotinib Plus Fulvestrant in Patients HR+/HER2+ Metastatic Breast Cancer : a Prospective, Single-arm, Single-center Study",,fulvestrant | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT04033172
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04034589,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-07-17,Phase II Study of Pyrotinib in Combination With Fulvestrant in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Positive，Hormone Receptor（HR）-Positive Metastatic Breast Cancer,Phase II Study of Pyrotinib in Combination With Fulvestrant in Patients With Human Epidermal Growth Factor Receptor 2 (HER2) Positive，Hormone Receptor（HR）-Positive Metastatic Breast Cancer,,pyrotinib | fulvestrant,breast cancer,https://clinicaltrials.gov/study/NCT04034589
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04035876,PHASE1/PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-07-16,"A Single Group, Open Label, Multi-center Clinical Study of Combination Camrelizumab (SHR-1210) and Apatinib for Downstaging/Bridging of Hepatocellular Cancer Before Liver Transplant","A Single Group, Open Label, Multi-center Clinical Study of Combination Camrelizumab (SHR-1210) and Apatinib for Downstaging/Bridging of Hepatocellular Cancer Before Liver Transplant",,camrelizumab | apatinib,hepatocellular carcinoma,https://clinicaltrials.gov/study/NCT04035876
adebelimumab,adebrelimab,Jiangsu Hengrui Pharmaceuticals,NCT04041011,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-09-17,A Phase Ib Study of SHR-1316 in Combination With Fluzoparib（SHR-3162） in Small Cell Lung Cancer Patients,A Phase Ib Study of SHR-1316 in Combination With Fluzoparib（SHR-3162） in Small Cell Lung Cancer Patients,,Fluzoparib | SHR-1316,small cell lung cancer,https://clinicaltrials.gov/study/NCT04041011
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04044378,PHASE1/PHASE2,WITHDRAWN,INTERVENTIONAL,TREATMENT,2019-08-15,"Famitinib Malate (SHR1020) Plus Camrelizumab (SHR 1210) Versus Famitinib Malate Alone Versus Famitinib Malate Plus Ifosfamide Locally Advanced, Unresectable or Metastatic Osteosarcoma Progression Upon Chemotherapy: A Phase Ib/II Randomized and Controlled Dose-Escalation Trial","Famitinib Malate (SHR1020) Plus Camrelizumab (SHR 1210) Versus Famitinib Malate Alone Versus Famitinib Malate Plus Ifosfamide Locally Advanced, Unresectable or Metastatic Osteosarcoma Progression Upon Chemotherapy: A Phase Ib/II Randomized and Controlled Dose-Escalation Trial",toxicity,camrelizumab | famitinib | ifosfamide,osteosarcoma,https://clinicaltrials.gov/study/NCT04044378
famitinib maleate,famitinib,Jiangsu Hengrui Pharmaceuticals,NCT04044378,PHASE1/PHASE2,WITHDRAWN,INTERVENTIONAL,TREATMENT,2019-08-15,"Famitinib Malate (SHR1020) Plus Camrelizumab (SHR 1210) Versus Famitinib Malate Alone Versus Famitinib Malate Plus Ifosfamide Locally Advanced, Unresectable or Metastatic Osteosarcoma Progression Upon Chemotherapy: A Phase Ib/II Randomized and Controlled Dose-Escalation Trial","Famitinib Malate (SHR1020) Plus Camrelizumab (SHR 1210) Versus Famitinib Malate Alone Versus Famitinib Malate Plus Ifosfamide Locally Advanced, Unresectable or Metastatic Osteosarcoma Progression Upon Chemotherapy: A Phase Ib/II Randomized and Controlled Dose-Escalation Trial",toxicity,camrelizumab | famitinib | ifosfamide,osteosarcoma,https://clinicaltrials.gov/study/NCT04044378
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04047017,PHASE2,COMPLETED,INTERVENTIONAL,TREATMENT,2019-08-08,"Camrelizumab Combined With Apatinib for Recurrent Resistant Gestational Trophoblastic Neoplasia: a Phase 2, Single-arm, Prospective Study","Camrelizumab Combined With Apatinib for Recurrent Resistant Gestational Trophoblastic Neoplasia: a Phase 2, Single-arm, Prospective Study",,camrelizumab | apatinib,gestational trophoblastic neoplasia,https://clinicaltrials.gov/study/NCT04047017
SHR4640,shr-4640,Jiangsu Hengrui Pharmaceuticals,NCT04052932,PHASE3,COMPLETED,INTERVENTIONAL,TREATMENT,2019-07-16,"A Phase3, Multicentre, Randomized, Double-Blind, Allopurinol and Placebo-Controlled Study to Evaluate the Efficacy and Safety of SHR4640 Monotherapy in Subjects With Gout","A Phase3, Multicentre, Randomized, Double-Blind, Allopurinol and Placebo-Controlled Study to Evaluate the Efficacy and Safety of SHR4640 Monotherapy in Subjects With Gout",,SHR4640 | allopurinol,gout,https://clinicaltrials.gov/study/NCT04052932
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04063462,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-10-01,"A Phase 2 Study of Pyrotinib in Patients With Non-Small Cell Lung Cancer (NSCLC), With at Least One Prior Systemic Treatment, Locally Advanced or Metastatic, With EGFR or ERBB2 Exon 20 Insertion Mutation (PEER20)","A Phase 2 Study of Pyrotinib in Patients With Non-Small Cell Lung Cancer (NSCLC), With at Least One Prior Systemic Treatment, Locally Advanced or Metastatic, With EGFR or ERBB2 Exon 20 Insertion Mutation (PEER20)",,pyrotinib,non-small cell lung cancer,https://clinicaltrials.gov/study/NCT04063462
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04066790,PHASE2,TERMINATED,INTERVENTIONAL,TREATMENT,2019-09-09,"A Randomised, Multicenter, Open-label, Phase II Study Evaluating Pyrotinib or Trastuzumab Plus Nab-paclitaxel as Neoadjuvant Therapy in Early Stage or Locally Advanced Human Epidermal Growth Factor Receptor (HER) 2 - Positive Breast Cancer","A Randomised, Multicenter, Open-label, Phase II Study Evaluating Pyrotinib or Trastuzumab Plus Nab-paclitaxel as Neoadjuvant Therapy in Early Stage or Locally Advanced Human Epidermal Growth Factor Receptor (HER) 2 - Positive Breast Cancer",We terminated this trial and initiated a new one including pertuzumab.,pyrotinib | nab-paclitaxel | trastuzumab,breast cancer,https://clinicaltrials.gov/study/NCT04066790
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04067037,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2019-08-26,"Single-arm, Multi-center and Phase II Clinical Trial of Camrelizumab Combined With AVD (Epirubicin, Vincristine and Dacarbazine) in the First-line Treatment for Patients With Advanced Classical Hodgkin's Lymphoma","Single-arm, Multi-center and Phase II Clinical Trial of Camrelizumab Combined With AVD (Epirubicin, Vincristine and Dacarbazine) in the First-line Treatment for Patients With Advanced Classical Hodgkin's Lymphoma",,camrelizumab | epirubicin | dacarbazine | vincristine,classical hodgkin's lymphoma,https://clinicaltrials.gov/study/NCT04067037
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04067986,PHASE1/PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-08-20,Camrelizumab Combined With Apatinib in the Treatment of Patients With Advanced Gastric Cancer and Colorectal Cancer：One-arm Exploratory Clinical Trial,Camrelizumab Combined With Apatinib in the Treatment of Patients With Advanced Gastric Cancer and Colorectal Cancer：One-arm Exploratory Clinical Trial,,camrelizumab | apatinib,colorectal cancer | gastric cancer,https://clinicaltrials.gov/study/NCT04067986
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04068974,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-10-28,Camrelizumab Combined With Apatinib for Recurrent Platinum-resistant Ovarian Cancer: a Phase 2 Single-arm Prospective Study,Camrelizumab Combined With Apatinib for Recurrent Platinum-resistant Ovarian Cancer: a Phase 2 Single-arm Prospective Study,,camrelizumab | apatinib,ovarian cancer,https://clinicaltrials.gov/study/NCT04068974
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04070040,PHASE2,RECRUITING,INTERVENTIONAL,TREATMENT,2020-02-13,An Exploratory Study on Camrelizumab（SHR-1210）for Recurrent Primary Central Nervous System Lymphoma (PCNSL),An Exploratory Study on Camrelizumab（SHR-1210）for Recurrent Primary Central Nervous System Lymphoma (PCNSL),,camrelizumab,primary central nervous system lymphoma,https://clinicaltrials.gov/study/NCT04070040
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04074564,EARLY_PHASE1,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-11-22,An Exploratory Study Evaluating the Safety and Efficacy of MASCT-I Combined With Apatinib Mesylate and/or Camrelizumab in the Treatment of Patients With Advanced Bone and Soft Tissue Sarcoma,An Exploratory Study Evaluating the Safety and Efficacy of MASCT-I Combined With Apatinib Mesylate and/or Camrelizumab in the Treatment of Patients With Advanced Bone and Soft Tissue Sarcoma,,apatinib | camrelizumab | Multi-Antigen Stimulated Cell Therapy-I,soft tissue sarcoma | bone sarcoma,https://clinicaltrials.gov/study/NCT04074564
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04088110,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-11-30,Pyrotinib Maleate Combined With Trastuzumab Plus Aromatase Inhibitor in the First-line Treatment of Advanced HER2-positive/HR-positive Breast Cancer Phase II Study,Pyrotinib Maleate Combined With Trastuzumab Plus Aromatase Inhibitor in the First-line Treatment of Advanced HER2-positive/HR-positive Breast Cancer Phase II Study,,pyrotinib | trastuzumab | aromatase inhibitors | aromatase inhibitors | aromatase inhibitors,breast cancer,https://clinicaltrials.gov/study/NCT04088110
dalpiciclib isetionate,dalpiciclib,Jiangsu Hengrui Pharmaceuticals,NCT04095390,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-09-30,A Phase Ⅱ Trial Program Exploring The Integration Of Novel HER2-targeted Tyrosine Kinase Inhibitor Pyrotinib and CDK4/6 Inhibitor SHR6390 Into Current Chemotherapy/Endocrine Therapy Regimes For Prior Trastuzumab-treated Advanced HER2-positive Breast Cancer,A Phase Ⅱ Trial Program Exploring The Integration Of Novel HER2-targeted Tyrosine Kinase Inhibitor Pyrotinib and CDK4/6 Inhibitor SHR6390 Into Current Chemotherapy/Endocrine Therapy Regimes For Prior Trastuzumab-treated Advanced HER2-positive Breast Cancer,,SHR6390 | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT04095390
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04095390,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-09-30,A Phase Ⅱ Trial Program Exploring The Integration Of Novel HER2-targeted Tyrosine Kinase Inhibitor Pyrotinib and CDK4/6 Inhibitor SHR6390 Into Current Chemotherapy/Endocrine Therapy Regimes For Prior Trastuzumab-treated Advanced HER2-positive Breast Cancer,A Phase Ⅱ Trial Program Exploring The Integration Of Novel HER2-targeted Tyrosine Kinase Inhibitor Pyrotinib and CDK4/6 Inhibitor SHR6390 Into Current Chemotherapy/Endocrine Therapy Regimes For Prior Trastuzumab-treated Advanced HER2-positive Breast Cancer,,SHR6390 | pyrotinib,breast cancer,https://clinicaltrials.gov/study/NCT04095390
SHR0410,SHR0410,Jiangsu Hengrui Pharmaceuticals,NCT04099927,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-07-28,"A Phase I, Open-label Clinical Study on Safety and Pharmacokinetics of SHR0410 Injection for Multiple Administration in Hemodialysis Patients","A Phase I, Open-label Clinical Study on Safety and Pharmacokinetics of SHR0410 Injection for Multiple Administration in Hemodialysis Patients",,shr0410,hemodialysis,https://clinicaltrials.gov/study/NCT04099927
rezvilutamide,rezvilutamide,Jiangsu Hengrui Pharmaceuticals,NCT04102124,PHASE2,TERMINATED,INTERVENTIONAL,TREATMENT,2019-04-08,A Phase II Clinical Study of SHR3680 Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer Previously Treated With Abiraterone and Docetaxel,A Phase II Clinical Study of SHR3680 Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer Previously Treated With Abiraterone and Docetaxel,The sponsor's R\&D strategy is adjusted.,SHR3162 | SHR3680,prostate cancer,https://clinicaltrials.gov/study/NCT04102124
fluzoparil,fluzoparib (fuzuloparib),Jiangsu Hengrui Pharmaceuticals,NCT04102124,PHASE2,TERMINATED,INTERVENTIONAL,TREATMENT,2019-04-08,A Phase II Clinical Study of SHR3680 Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer Previously Treated With Abiraterone and Docetaxel,A Phase II Clinical Study of SHR3680 Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer Previously Treated With Abiraterone and Docetaxel,The sponsor's R\&D strategy is adjusted.,SHR3162 | SHR3680,prostate cancer,https://clinicaltrials.gov/study/NCT04102124
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04102982,PHASE2,UNKNOWN,INTERVENTIONAL,OTHER,2019-11-01,Shandong Provincial Hospital Affiliated to Shandong University,Shandong Provincial Hospital Affiliated to Shandong University,,camrelizumab,,https://clinicaltrials.gov/study/NCT04102982
HR071603,arketamine (r-ketamine) hydrochloride nasal spray,Jiangsu Hengrui Pharmaceuticals,NCT04108234,PHASE1,COMPLETED,INTERVENTIONAL,TREATMENT,2019-10-24,"Safety, Tolerance and Pharmacokinetics of Hydrochloric Acid (R) -Ketamine Nasal Spray in Healthy Subjects: A Randomized, Double Blind, Placebo-Controlled Phase I Clinical Trial","Safety, Tolerance and Pharmacokinetics of Hydrochloric Acid (R) -Ketamine Nasal Spray in Healthy Subjects: A Randomized, Double Blind, Placebo-Controlled Phase I Clinical Trial",,hr071603,,https://clinicaltrials.gov/study/NCT04108234
fluzoparil,fluzoparib (fuzuloparib),Jiangsu Hengrui Pharmaceuticals,NCT04108247,PHASE1,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-09-26,A Phase I Clinical Study of Abiraterone Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer,A Phase I Clinical Study of Abiraterone Combined With SHR3162 in the Treatment of Metastatic Castration-resistant Prostate Cancer,,abiraterone | shr3162,prostate cancer,https://clinicaltrials.gov/study/NCT04108247
SHR1314,vunakizumab,Jiangsu Hengrui Pharmaceuticals,NCT04121143,PHASE2,SUSPENDED,INTERVENTIONAL,TREATMENT,2019-11-09,"Multicenter, Placebo-controlled, Parallel-randomized, Double-blind, Phase II Study to Investigate the Efficacy, Safety, Tolerability and Pharmacokinetics of SHR-1314 Injection With Moderate to Severe Plaque Psoriasis in Adults","Multicenter, Placebo-controlled, Parallel-randomized, Double-blind, Phase II Study to Investigate the Efficacy, Safety, Tolerability and Pharmacokinetics of SHR-1314 Injection With Moderate to Severe Plaque Psoriasis in Adults",sponsor's decision,SHR-1314,plaque psoriasis,https://clinicaltrials.gov/study/NCT04121143
pyrrolitinib,pyrotinib,Jiangsu Hengrui Pharmaceuticals,NCT04126525,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT,2019-06-18,NeoAdjuvant Trastuzumab/ Pyrotinib Plus Weekly Paclitaxel/Cisplatin in HER2-positive Locally Advanced Breast Cancer Patients,NeoAdjuvant Trastuzumab/ Pyrotinib Plus Weekly Paclitaxel/Cisplatin in HER2-positive Locally Advanced Breast Cancer Patients,,paclitaxel | trastuzumab | pyrotinib | cisplatin,breast cancer,https://clinicaltrials.gov/study/NCT04126525
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04126993,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-06-01,"Anti-PD-1 Antibody SHR-1210 (Camrelizumab) Combined With Apatinib Mesylate in the Treatment of Unresectable Sarcoma With Chemotherapy Failure: an Open, Non-randomized Phase II Clinical Study","Anti-PD-1 Antibody SHR-1210 (Camrelizumab) Combined With Apatinib Mesylate in the Treatment of Unresectable Sarcoma With Chemotherapy Failure: an Open, Non-randomized Phase II Clinical Study",,apatinib | camrelizumab,sarcoma,https://clinicaltrials.gov/study/NCT04126993
SHR7390,camrelizumab,Jiangsu Hengrui Pharmaceuticals,NCT04129996,PHASE2,UNKNOWN,INTERVENTIONAL,TREATMENT,2019-10-01,"Camrelizumab in Combination With Nab-paclitaxel and Famitinib as a First-line Treatment in Patients With Unresectable Locally Advanced or Metastatic Immunomodulatory Triple Negative Breast Cancer: An Open, Single-arm, Multicenter, Efficacy and Safety Phase II Clinical Study.","Camrelizumab in Combination With Nab-paclitaxel and Famitinib as a First-line Treatment in Patients With Unresectable Locally Advanced or Metastatic Immunomodulatory Triple Negative Breast Cancer: An Open, Single-arm, Multicenter, Efficacy and Safety Phase II Clinical Study.",,paclitaxel | famitinib | camrelizumab,breast cancer,https://clinicaltrials.gov/study/NCT04129996
